ID,Title,Definition
300384091,Meningococcal carditis,This describes infections by the bacterium Neisseria meningitidis (also termed meningococcus) causing inflammation of the heart or its surroundings.
1954964172,Meningococcal endocarditis,"This describes infections by the bacterium Neisseria meningitidis (also termed meningococcus) causing inflammation of the inner layer of the heart, the endocardium."
2101171663,Meningococcal myocarditis,This describes infections by the bacterium Neisseria meningitidis (also termed meningococcus) causing inflammation of the heart muscle (myocardium).
2015424033,Meningococcal pericarditis,No definition available
1697681230,Postmeningococcal arthritis,No definition available
1605908573,"Postmeningococcal arthritis, multiple sites",No definition available
989066697,"Postmeningococcal arthritis, shoulder region",No definition available
2115313083,"Postmeningococcal arthritis, acromioclavicular joints",No definition available
2065773125,"Postmeningococcal arthritis, clavicle",No definition available
731271562,"Postmeningococcal arthritis, glenohumeral joints",No definition available
1428474709,"Postmeningococcal arthritis, scapula",No definition available
776439524,"Postmeningococcal arthritis, sternoclavicular joints",No definition available
1314825526,"Postmeningococcal arthritis, upper arm",No definition available
209191130,"Postmeningococcal arthritis, elbow joint",No definition available
397838274,"Postmeningococcal arthritis, humerus",No definition available
722823332,"Postmeningococcal arthritis, forearm",No definition available
162125752,"Postmeningococcal arthritis, radius",No definition available
1495184505,"Postmeningococcal arthritis, ulna",No definition available
1546296199,"Postmeningococcal arthritis, wrist joint",No definition available
1492908856,"Postmeningococcal arthritis, hand",No definition available
1557095191,"Postmeningococcal arthritis, carpus",No definition available
1220783021,"Postmeningococcal arthritis, fingers",No definition available
495738338,"Postmeningococcal arthritis, metacarpus",No definition available
959267184,"Postmeningococcal arthritis, joints between hand bones",No definition available
1034958498,"Postmeningococcal arthritis, pelvic region or thigh",No definition available
497360652,"Postmeningococcal arthritis, femur",No definition available
764867720,"Postmeningococcal arthritis, hip joint",No definition available
1816917457,"Postmeningococcal arthritis, pelvis",No definition available
879876249,"Postmeningococcal arthritis, sacroiliac joint",No definition available
1226663517,"Postmeningococcal arthritis, lower leg",No definition available
1631465176,"Postmeningococcal arthritis, fibula",No definition available
1041860453,"Postmeningococcal arthritis, knee joint",No definition available
1628924986,"Postmeningococcal arthritis, tibia",No definition available
743877577,"Postmeningococcal arthritis, ankle or foot",No definition available
1680032712,"Postmeningococcal arthritis, ankle joint",No definition available
1803498438,"Postmeningococcal arthritis, metatarsus",No definition available
2057020356,"Postmeningococcal arthritis, other joints in foot",No definition available
629507491,"Postmeningococcal arthritis, tarsus",No definition available
1336272998,"Postmeningococcal arthritis, toes",No definition available
1363132043,"Postmeningococcal arthritis, other",No definition available
993879463,"Postmeningococcal arthritis, head",No definition available
362753223,"Postmeningococcal arthritis, neck",No definition available
449010885,"Postmeningococcal arthritis, ribs",No definition available
1889630692,"Postmeningococcal arthritis, skull",No definition available
1126944509,"Postmeningococcal arthritis, vertebral column",No definition available
181074102,Non-venereal treponematoses,No definition available
840525023,Yaws,"An infectious disease caused by Treponema pallidum subsp. pertenue which mainly affects children in rural communities in the humid tropics. It affects the skin and bones, is spread by skin to skin contact, and is not sexually transmitted, but cannot be distinguished serologically from syphilis."
3933330,Primary yaws,"Primary yaws results from primary inoculation of Treponema pallidum subsp. pertenue into the skin, manifesting 2-12 weeks later as a localised papule (initial, primary or ‘mother' yaw) before developing into a large non-tender ulcerating nodule, often resembling a raspberry (hence the name ‘framboesia’). The primary lesion is most commonly located on the legs and ankles may also be found on the buttocks, arms, hands, and face. It usually heals after 3–6 months and is still present at the onset of the secondary stage in only a minority (9-15%)."
944473231,Secondary yaws,"Secondary yaws results from lymphatic and haematogenous spread of Treponema pallidum subsp. pertenue spirochaetes from the initial inoculation site and appears from a few weeks to 2 years after the primary infection. The commonest initial symptoms are non-specific and include arthralgia and malaise. Secondary skin lesions consist of multiple papules and nodules similar to the initial lesion but smaller. They may be localised, regional or generalised; they may ulcerate and on moist areas may mimic syphilitic condylomata lata. Hyperkeratotic plaques on the palms and soles may develop painful fissures and secondary infection, resulting in a characteristic ‘crab-like’ gait."
651830885,Osteoperiostitis due to secondary yaws,"Osteoperiostitis occurring during the course of secondary yaws typically presents with nocturnal bone pain and swelling affecting either the proximal phalanges of the ?fingers (dactylitis) or the long bones (forearm, tibia or fibula). The process normally affects several bones and is thus polyostotic; early bone changes are usually visible by plain radiography and periosteal thickening is often palpable. In contrast with the destructive osteitis of tertiary yaws, the osteoperiostitis of secondary yaws is generally reversible following treatment."
885213195,Cutaneous early yaws,No definition available
1260229510,Crab yaws,No definition available
1702349060,Multiple papillomata,A disease of the skin caused by an infection with the gram-negative bacteria Treponema pallidum pertenue. This disease is characterised by numerous papillomatous skin lesions. Transmission is by direct contact with individuals with primary or secondary lesions.
343029916,Hyperkeratosis due to yaws,No definition available
174942446,Juxta-articular nodules of yaws,No definition available
1676482542,Mucosal yaws,No definition available
406586413,Tertiary yaws,"Tertiary yaws develops in <10% of untreated infected individuals after and interval of 5 years or more. The late stage skin lesions are characterised by gummatous nodules with necrotic tissue destruction, followed by debilitating scarring and contracture. Destructive osteitis can result in ulceration of the palate and nasopharynx (‘gangosa’), or bowing of the tibia (sabre shins). Hypertrophic periostitis at periarticular sites can lead to exostosis of the paranasal maxillae (‘goundou’)."
125814779,Gummata and ulcers of yaws,"This is a soft, non-cancerous growth resulting from the tertiary stage of syphilis and ulcers, caused by a tropical infection of the skin, bones and joints caused by the spirochete bacterium Treponema pallidum pertenue."
1647577711,Gangosa,"A disease of the skin, caused by an infection with the gram-negative bacteria Treponema pallidum pertenue. This disease is characterised by extensive destruction of the bone and cartilage of the nose during late stage yaws. Transmission is by direct contact with individuals with early stage lesions."
379148944,Bone and joint lesions of yaws,"This refers to bone and joint lesions, caused by a tropical infection of the skin, bones and joints caused by the spirochete bacterium Treponema pallidum pertenue."
1611627650,Yaws hydrarthrosis,No definition available
918265528,Hydrarthrosis of early yaws,No definition available
151754090,Hydrarthrosis of late yaws,No definition available
2076310426,Yaws osteitis,No definition available
1112021365,Early or late osteitis of yaws,No definition available
153278344,Gummatous osteitis of yaws,No definition available
1709091820,Yaws periostitis,No definition available
865055046,Early or late hypertrophic periostitis of yaws,No definition available
862603734,Early periostitis of yaws,No definition available
866579368,Early hypertrophic periostitis of yaws,No definition available
1726547431,Hypertrophic periostitis of late yaws,No definition available
942667906,Periostitis of late yaws,No definition available
763611926,Gummatous periostitis of yaws,No definition available
2090095605,Ganglion of yaws,No definition available
1478233481,Early or late ganglion of yaws,No definition available
960003810,Henpue,No definition available
2102357993,Gumma of bone of late yaws,No definition available
247169608,Latent yaws,"Latent yaws is defined as yaws with no clinical signs and only serological evidence of infection (reactive treponemal and non-treponemal tests). Infectious relapses may occur in latent cases for up to 5 and, rarely, 10 years. The total duration of infectivity for an untreated yaws patient, including relapses, is thought to be about 12-18 months."
1465035083,Pinta,"A disease of the skin, caused by an infection with the gram-negative bacteria Treponema pallidum carateum. This disease is characterised by hyperkeratosis and hyperpigmentation. Transmission may be by direct contact."
482659345,Primary lesions of pinta,The primary stage of pinta is characterised by a sparse eruption of cutaneous papules and erythematous scaly plaques. This stage may last for months to years.
2039415173,Intermediate lesions of pinta,"The intermediate stage of pinta develops months to years after the primary stage and is characterised by more extensive lesions (known as pintids) which gradually change from pink to blue, black or grey and become atrophic."
220352892,Late lesions of pinta,"Late lesions of pinta are confined to the skin and are characterised by dyschromia and atrophy. They typically take between two and four years to develop following initial infection. The skin appears mottled and atrophic with numerous irregular and variegated hypermelanotic, hypomelanotic and amelanotic patches typically involving the wrists, palms, ankles, and elbows, as well as the skin around and within old lesions."
1751751918,Mixed lesions of pinta,No definition available
1186214944,Endemic non-venereal syphilis,"Endemic non-venereal syphilis is caused by Treponema pallidum subspecies endemicum and is transmitted by skin-to-skin or mouth-to-mouth contact rather than sexual contact. Children are at greatest risk of infection. Clinical features are similar to venereal syphilis with a primary ulcer (usually in the mouth or on the nipples of breast-feeding women nursing infected children) and, in the secondary stage, a generalised papular rash, oral mucous patches, condylomata lata and generalised lymphadenopathy. Late stage infection is characterised by destructive gummata of the nasopharynx (gangosa), bones and skin."
1998718899,Other spirochaetal diseases,No definition available
1600014919,Lyme borreliosis,"A tick-borne infection by the spirochaete Borrelia burgdorferi. Lyme borreliosis typically presents with a characteristic rash, erythema chronicum migrans, at an average of seven days after a bite from an infected tick. The rash may be accompanied by flu-like symptoms. Disseminated infection may cause meningitis, cranial neuropathies and carditis amongst other manifestations. Late disease, months to years after initial infection, may present with a pauciarticular arthritis or with encephalomyelitis."
217939807,Early cutaneous Lyme borreliosis,"Borrelia burgdorferi infection involving the skin, typically as erythema migrans, the commonest presentation of Lyme disease."
581605998,Erythema migrans,The cutaneous eruption which is the presenting manifestation in the majority of cases of Lyme borreliosis. It is characterised by an expanding annular erythematous plaque at the site of inoculation of Borrelia burgdorferi spirochaetes by infected Ixodes ticks. It is initially singular but may be followed by multiple expanding plaques.
120524401,Disseminated Lyme borreliosis,No definition available
1614775629,Lyme neuroborreliosis,No definition available
709799138,Meningitis due to Borrelia burgdorferi,"Lyme meningitis is the direct result of invasion of the nervous system by Borrelia burgdorferi. Occurring within the first few months of infection, it initially presents as a chronic basilar meningitis. It may also present as a potentially fatal aseptic meningitis with recurrent attacks of headache, stiff neck, photophobia, nausea, and vomiting"
56151704,Myelitis due to Borrelia burgdorferi,A form of Lyme neuroborreliosis
521057354,Encephalitis due to Borrelia species,"An inflammatory process of the brain, frequently with evidence of meningeal involvement, due to infection by Borrelia species. The clinical manifestations are usually acute, but may be subacute, with fever and variable combinations of convulsions, impaired mental state, and focal deficits. The spinal fluid may show a cellular reaction and elevated protein. Diagnosis is by neuroimaging, spinal fluid analysis and culture, PCR, and serologic tests."
2085372866,Lyme carditis,No definition available
59307016,Ophthalmic Lyme borreliosis,No definition available
213119328,Borrelia burgdorferi dacryoadenitis,"This is a bacterial species of the spirochete class of the genus Borrelia, which has a diderm (double-membrane) envelope. This diagnosis is with inflammation of the lacrimal glands (the tear-producing glands)."
1974365696,Borrelia burgdorferi orbital myositis,No definition available
446598615,Lyme iridocyclitis,No definition available
1346867758,Lyme iritis,No definition available
1972031470,Lyme uveitis,No definition available
2004829727,Infectious panuveitis in Lyme disease,No definition available
1772714648,Lyme arthritis,No definition available
804852211,"Lyme arthritis, multiple sites",No definition available
1253235815,"Lyme arthritis, shoulder region",No definition available
1679085560,"Lyme arthritis, clavicle",No definition available
250140029,"Lyme arthritis, scapula",No definition available
11791905,"Lyme arthritis, acromioclavicular joints",No definition available
2137863600,"Lyme arthritis, glenohumeral joints",No definition available
15836865,"Lyme arthritis, sternoclavicular joints",No definition available
1042255002,"Lyme arthritis, upper arm",No definition available
490686262,"Lyme arthritis, humerus",No definition available
1131720663,"Lyme arthritis, elbow joint",No definition available
1532248332,"Lyme arthritis, forearm",No definition available
775533197,"Lyme arthritis, radius",No definition available
283087045,"Lyme arthritis, ulna",No definition available
890424583,"Lyme arthritis, wrist joint",No definition available
683332248,"Lyme arthritis, hand",No definition available
692130223,"Lyme arthritis, carpus",No definition available
1997207884,"Lyme arthritis, fingers",No definition available
264873528,"Lyme arthritis, metacarpus",No definition available
1307647758,"Lyme arthritis, pelvic region or thigh",No definition available
612853884,"Lyme arthritis, femur",No definition available
89134070,"Lyme arthritis, pelvis",No definition available
1244909933,"Lyme arthritis, hip joint",No definition available
715004870,"Lyme arthritis, sacroiliac joint",No definition available
962351091,"Lyme arthritis, lower leg",No definition available
1991970371,"Lyme arthritis, fibula",No definition available
370590954,"Lyme arthritis, knee joint",No definition available
1996048035,"Lyme arthritis, tibia",No definition available
1545044583,"Lyme arthritis, ankle or foot",No definition available
765546869,"Lyme arthritis, metatarsus",No definition available
926554349,"Lyme arthritis, tarsus",No definition available
1222951780,"Lyme arthritis, toes",No definition available
930631693,"Lyme arthritis, ankle joint",No definition available
2015072918,"Lyme arthritis, other joints in foot",No definition available
2081262523,"Lyme arthritis, head",No definition available
575038296,"Lyme arthritis, skull",No definition available
480264464,"Lyme arthritis, neck",No definition available
676723606,"Lyme arthritis, ribs",No definition available
949969440,"Lyme arthritis, trunk",No definition available
1195489711,"Lyme arthritis, vertebral column",No definition available
242606511,Late cutaneous Lyme borreliosis,No definition available
1761234822,Acrodermatitis chronica atrophicans,"This is a late cutaneous manifestation of Lyme borreliosis seen mainly in northern, central and eastern Europe. It presents one or more years after the original infection as an erythematous plaque, which slowly enlarges and gradually becomes violaceous and atrophic. Typical sites are the hands, feet, knees and elbows. Spirochaetes have occasionally been cultured but B. burgdorferi serology is strongly positive in all cases."
2109619506,Borrelial lymphocytoma cutis,"Borrelial lymphocytoma cutis is a form of cutaneous Lyme borreliosis seen principally in Europe and most commonly linked to Borrelia afzelii. It typically presents as a solitary nodule or plaque, usually located on the earlobe in children and on the areola of the breast or on the genitals in adults. It is characterised histologically by a dense dermal infiltrate of B-lymphocytes."
1320736556,Necrotising ulcerative gingivitis,"Necrotising ulcerative gingivitis (NUG) is a condition affecting the gums that is caused by a bacterial infection. It is a form of periodontal (gum) disease. But unlike other forms, it typically develops quickly and causes moderate to severe pain. ""Necrotising"" means that the condition destroys tissue. ""Ulcerative"" refers to sores that can appear on the gums."
1473066171,Acute necrotising ulcerative gingivitis,"This is a sub-classification of necrotising periodontal disease, an infection of the gum tissue, that presents as an acute infection of the gingiva without involvement of the other tissues of the periodontium."
1671593389,Chronic necrotising ulcerative gingivitis,No definition available
737352378,Other Vincent infections,No definition available
1515159967,Vincent angina,No definition available
150596506,Vincent laryngotracheitis,No definition available
137712100,Vincent laryngitis,No definition available
147892596,Vincent pharynx necrosis,No definition available
233080458,Vincent tonsillitis,No definition available
965498095,Relapsing fever,No definition available
923521593,Tick-borne relapsing fever,"A disease caused by an infection with the bacteria Borrelia. This disease is characterised by repeated episodes of fever, with the febrile episode lasting for approximately 3 days, followed by the afebrile state of approximately 7 days. Transmission is through the bite of an infected soft tick (from the genus Ornithodoros). Confirmation is by identification of spirochete bacteria from a blood smear, bone marrow, or cerebrospinal fluid."
1379934125,Louse-borne relapsing fever,"A spirochaetal infection caused by the human to human transmission of Borrelia recurrentis by the human body louse. Epidemics are associated with poor living conditions as may result from famine or war. Episodic fever may progress to severe jaundice, haemorrhage, confusion and death. Confirmation is by identification of Borrelia in blood films."
2017284467,Brachyspira colitis,"This is a disease in the colon caused by the bacterium Brachyspira pilosicoli, that is a member of the Spirochaeta family."
473156707,Bronchospirochetosis,No definition available
1127435854,Other diseases due to chlamydiae,No definition available
223956768,Chlamydial conjunctivitis,Chlamydial conjunctivitis is a sexually transmitted infection of conjunctiva caused by bacteria Chlamydia trachomatis. The symptoms include that one or both eyes will be red with a sticky discharge and swollen eyelids.
1132542967,Chlamydial peritonitis,"This is a sexually transmitted infection that causes an inflammation of the peritoneum, the thin tissue that lines the inner wall of the abdomen and covers most of the abdominal organs."
1937339080,Infections due to Chlamydia psittaci,"Any condition caused by an infection with the gram-negative bacteria Chlamydia psittaci. These conditions are characterised by variable clinical presentations such as fever, cough, headaches, chills, fatigue, nausea, vomiting, diarrhoea, or pneumonia. Transmission is commonly by inhalation of aerosol contaminated with body fluids from infected birds, or direct contact with infected birds. Confirmation is by identification of Chlamydia psittaci."
105118271,Pneumonia in chlamydia psittaci infection,"This is an inflammatory condition of the lung—affecting primarily the microscopic air sacs known as alveoli. This diagnosis is in a lethal intracellular bacterial species that may cause endemic avian chlamydiosis, and respiratory psittacosis in humans.

Respiratory psittacosis caused by Chlamydophila (chlamydia) psittaci. Infection is acquired by inhaling dried secretions from infected birds."
372424530,Trachoma,"A disease caused by an infection with the gram-negative bacteria Chlamydia trachomatis. This disease is characterised by a roughening of the inner surfaces of the eyes, and inflammation that may lead to superficial vascularization of the cornea (pannus) and scarring of the conjunctiva. Long term effects include blindness or other visual impairments. Transmission is by direct or indirect contact with the eyes or nose of an infected individual."
727668449,Initial stage of trachoma,This refers to the initial stage of an infectious disease caused by the Chlamydia trachomatis bacterium which produces a characteristic roughening of the inner surface of the eyelids.
1309973365,Active stage of trachoma,This refers to the active stage of an infectious disease caused by the Chlamydia trachomatis bacterium which produces a characteristic roughening of the inner surface of the eyelids.
676603893,Trachomatous conjunctivitis,No definition available
380765629,Trachomatous follicular conjunctivitis,No definition available
863983743,Trachomatous granular conjunctivitis,No definition available
1674066864,Trachomatous keratitis,No definition available
1981846,Rickettsioses,"Any disease caused by an infection with the gram-negative bacteria Rickettsia. These diseases commonly present with fever, malaise, and rash. Transmission is commonly through the bite of an infected flea, louse, mite, or tick."
292650041,Typhus fever,"A disease caused by an infection with the gram-negative bacteria Rickettsia. This disease is characterised by fever, delirium, back pain, or arthralgia. Transmission is commonly through the bite of an infected flea, louse, mite, or tick."
295798687,Epidemic louse-borne typhus fever due to Rickettsia prowazekii,"This is a form of typhus so named because the disease often causes epidemics following wars and natural disasters. The causative organism is Rickettsia prowazekii, transmitted by the human body louse (Pediculus humanus corporis). This diagnosis is due to a species of gram-negative, obligate intracellular parasitic, aerobic bacteria (belonging to the class Alphaproteobacteria) that is the aetiologic agent of epidemic typhus, transmitted in the faeces of lice."
1961511435,Recrudescent typhus,"This is a form of typhus so named because the disease often causes epidemics following wars and natural disasters. The causative organism is Rickettsia prowazekii, transmitted by the human body louse (Pediculus humanus corporis)."
4659958,Typhus fever due to Rickettsia typhi,No definition available
1695340384,Typhus fever due to Orientia tsutsugamushi,No definition available
1455657334,Tabardillo,No definition available
9953620,Spotted fever,"A disease caused by an infection with the gram-negative bacteria Rickettsia. This disease is characterised by fever, eschar, or rash. Transmission is commonly through the bite of an infected tick."
215936800,Spotted fever due to Rickettsia rickettsii,No definition available
1771381430,Spotted fever due to Rickettsia conorii,No definition available
490238539,Spotted fever due to Rickettsia sibirica,No definition available
2020851679,Spotted fever due to Rickettsia australis,No definition available
1005140361,Rickettsialpox,"An acute febrile disease caused by Rickettsia akari, which is transmitted from its rodent host by the house-mouse mite Liponyssoides sanguineus. An initial skin lesion at the site of a mite bite, often associated with lymphadenopathy, is followed by fever; a disseminated skin rash appears, which generally does not involve the palms and the soles, and lasts only a few days. Death is uncommon."
1070656569,Rickettsiosis due to Ehrlichia sennetsu,No definition available
1587737629,Trench fever,"A disease caused by an infection with the gram-negative bacteria Bartonella quintana. This disease is characterised by fever, headache, rash, bone pain, or may be asymptomatic. Transmission is through the bite of infected body lice. Confirmation is by identification of Bartonella quintana in a blood sample. Bartonella quintana was formerly known as Rickettsia quintana."
2113860626,Q fever,"A disease caused by an infection with the gram-negative bacteria Coxiella burnetti. This disease is characterised by fever, or may be asymptomatic. Transmission is by inhalation of the bacteria, contact with contaminated milk, urine, faeces, vaginal mucus, or semen of infected animals, or through the bite of an infected tick."
1958529348,Pneumonia in Q fever,"A type of bacterial pneumonia caused by Coxiella burnetii. Infection usually occurs by inhalation of these organisms from air that contains airborne barnyard dust contaminated by dried placental material, birth fluids, and excreta of infected animals such as cattle, sheep, and goats."
494575983,Cardiac Q fever,No definition available
597459751,Q fever endocarditis,No definition available
1116297863,Ehrlichiosis,"This is a tick-borne disease of Ehrlichiosis bacteria. Typical symptoms include fever, headache, fatigue, and muscle aches. Usually, these symptoms occur within 1-2 weeks following a tick bite. Ehrlichiosis is diagnosed based on symptoms, clinical presentation, and later confirmed with specialized laboratory tests. The first line treatment for adults and children of all ages is doxycycline."
1012026026,Campylobacteriosis,"Campylobacteriosis is caused by Campylobacter bacteria (curved or spiral, motile, non–spore-forming, Gram-negative rods). The disease is usually caused by C. jejuni, a spiral and comma shaped bacterium normally found in cattle, swine, and birds, where it is nonpathogenic, but the illness can also be caused by C. coli (also found in cattle, swine, and birds), C. upsaliensis (found in cats and dogs) and C. lari (present in seabirds in particular)."
1124880611,Enterococcal gastritis,"This is an inflammation of the lining of the stomach because of Gram positive coccus, enterococcus, a genus of lactic acid bacteria of the phylum Firmicutes."
114886962,Toxic shock syndrome,No definition available
197163558,Streptococcal toxic shock syndrome,No definition available
788554020,Staphylococcal toxic shock syndrome,No definition available
540889641,Bacterial duodenitis,No definition available
520429137,Bacterial infection of unspecified site,No definition available
2137656357,Haemophilus influenzae infection of unspecified site,No definition available
438419889,Mycoplasma infection of unspecified site,"These infections are associated with skin eruptions in 17% of patients, in an unspecified site."
786506553,Systemic bacterial infection affecting skin,Skin involvement associated with bacteraemia or internal foci of bacterial infection (e.g. endocarditis). The skin manifestations may represent the first sign of fulminant life-threatening infection as in meningococcal septicaemia.
254600628,Acute meningococcaemia,"A condition caused by an infection with the gram-negative bacteria Neisseria meningitidis that leads to a severe systemic inflammatory response. This condition is characterised by fever, chills, myalgia, nausea, or petechial rash, with progression to shock and disseminated intravascular coagulation. Transmission is by direct contact or droplet transmission. Confirmation is by identification of Neisseria meningitidis in blood samples."
1785145382,Chronic meningococcaemia,No definition available
2046292009,Disseminated gonococcal infection,"Disseminated gonococcal infection occurs when there is bacteremic dissemination of Neisseria gonorrhoeae from its initial focus of infection mainly in female pelvic organs. It manifests as pain and swelling around one or more joints, intermittent crops of erythematous papules and pustules on the limbs, fever and rigors. Blood cultures may be but are not always positive."
76410216,Skin ulceration or abscess due to systemic bacterial infection,No definition available
481244592,"Skin rash due to distant or systemic bacterial infection, not elsewhere classified",No definition available
473100505,Sepsis due to anaerobes without mention of septic shock,No definition available
2037988685,Sepsis due to Gram-negative organisms without mention of septic shock,No definition available
736553724,Sepsis due to Escherichia coli infection without mention of septic shock,No definition available
1983664632,Sepsis due to Pseudomonas aeruginosa infection without mention of septic shock,Sepsis attributable to overwhelming Pseudomonas aeruginosa bacteraemia
1876714317,Sepsis due to Haemophilus influenzae infection without mention of septic shock,"A condition caused by an infection with the gram-negative bacteria Haemophilus influenzae that leads to a severe systemic inflammatory response. This condition commonly presents with fever, tachycardia, and hypotension. Transmission is by inhalation of infected respiratory secretions or direct contact. Confirmation is by identification of Haemophilus influenzae antigen in blood or other infected body fluid."
314876756,Sepsis due to anaerobes with septic shock,No definition available
918687664,Sepsis due to Gram-negative organisms with septic shock,No definition available
1398957367,Sepsis due to Escherichia coli infection with septic shock,No definition available
1300051267,Sepsis due to Pseudomonas aeruginosa infection with septic shock,No definition available
1772613347,Sepsis due to Haemophilus influenzae infection with septic shock,No definition available
1882056565,Bacterial sepsis without mention of septic shock,Bacterial sepsis is defined as a life-threatening organ dysfunction caused by a dysregulated host response to bacterial infection.
1931783118,Sepsis due to Streptococcus pneumoniae infection without mention of septic shock,"This is a potentially deadly medical condition characterised by a whole-body inflammatory state (called a systemic inflammatory response syndrome or SIRS) caused by severe infection. This diagnosis is due to a Gram-positive, alpha-haemolytic, aerotolerant anaerobic member of the genus Streptococcus."
460403634,Sepsis due to Staphylococcus aureus infection without mention of septic shock,"A condition caused by an infection with the gram-positive bacteria Staphylococcus aureus that leads to a severe systemic inflammatory response. This condition commonly presents with fever, tachycardia, and hypotension. Confirmation is by identification of Staphylococcus aureus in an infected individual."
2117795368,Sepsis due to coagulase-negative Staphylococcus without mention of septic shock,"A condition caused by an infection with the gram-positive bacteria Staphylococcus, excluding Staphylococcus aureus, leading to a severe systemic inflammatory response. Coagulase-negative Staphylococcus is a heterogeneous group within the genus Staphylococcus that is not based on phylogenetic relationships. 
Transmission is by ingestion of contaminated food, direct contact, or endogenous infection. This condition commonly presents with fever, tachycardia, and hypotension. Confirmation is by identification of coagulase-negative Staphylococcus spp. from blood, wounds, or respiratory secretions."
177712857,Sepsis due to staphylococcus without mention of septic shock,No definition available
460403634,Sepsis due to Staphylococcus aureus infection without mention of septic shock,"A condition caused by an infection with the gram-positive bacteria Staphylococcus aureus that leads to a severe systemic inflammatory response. This condition commonly presents with fever, tachycardia, and hypotension. Confirmation is by identification of Staphylococcus aureus in an infected individual."
2117795368,Sepsis due to coagulase-negative Staphylococcus without mention of septic shock,"A condition caused by an infection with the gram-positive bacteria Staphylococcus, excluding Staphylococcus aureus, leading to a severe systemic inflammatory response. Coagulase-negative Staphylococcus is a heterogeneous group within the genus Staphylococcus that is not based on phylogenetic relationships. 
Transmission is by ingestion of contaminated food, direct contact, or endogenous infection. This condition commonly presents with fever, tachycardia, and hypotension. Confirmation is by identification of coagulase-negative Staphylococcus spp. from blood, wounds, or respiratory secretions."
1070977756,Sepsis due to Salmonella infection without mention of septic shock,"A condition caused by an infection with the gram-negative bacteria Salmonella that leads to a severe systemic inflammatory response. This condition commonly presents with fever, tachycardia, and hypotension. Transmission is commonly by ingestion of contaminated food or water. Confirmation is by identification of Salmonella from blood, urine, cerebrospinal fluid, wounds, or respiratory secretions."
473100505,Sepsis due to anaerobes without mention of septic shock,No definition available
1876714317,Sepsis due to Haemophilus influenzae infection without mention of septic shock,"A condition caused by an infection with the gram-negative bacteria Haemophilus influenzae that leads to a severe systemic inflammatory response. This condition commonly presents with fever, tachycardia, and hypotension. Transmission is by inhalation of infected respiratory secretions or direct contact. Confirmation is by identification of Haemophilus influenzae antigen in blood or other infected body fluid."
2037988685,Sepsis due to Gram-negative organisms without mention of septic shock,No definition available
736553724,Sepsis due to Escherichia coli infection without mention of septic shock,No definition available
1983664632,Sepsis due to Pseudomonas aeruginosa infection without mention of septic shock,Sepsis attributable to overwhelming Pseudomonas aeruginosa bacteraemia
1876714317,Sepsis due to Haemophilus influenzae infection without mention of septic shock,"A condition caused by an infection with the gram-negative bacteria Haemophilus influenzae that leads to a severe systemic inflammatory response. This condition commonly presents with fever, tachycardia, and hypotension. Transmission is by inhalation of infected respiratory secretions or direct contact. Confirmation is by identification of Haemophilus influenzae antigen in blood or other infected body fluid."
867834818,Sepsis due to Erysipelothrix infection without mention of septic shock,"A severe infection due to the bacterium Erysipelothrix, a Gram-positive, catalase-negative, rod-shaped bacterium, causing a potentially deadly medical condition characterised by a whole-body inflammatory state (called a systemic inflammatory response syndrome or SIRS)."
126483251,"Sepsis due to Streptococcus, group A without mention of septic shock",This is a potentially deadly medical condition characterised by a whole-body inflammatory state (called a systemic inflammatory response syndrome or SIRS) caused by severe infection. This diagnosis is due to a form of ?-haemolytic Streptococcus bacteria. It is a gram positive bacterium responsible for a wide range of both invasive and non-invasive infections.
1656895143,"Sepsis due to Streptococcus, group B without mention of septic shock","This is a potentially deadly medical condition characterised by a whole-body inflammatory state (called a systemic inflammatory response syndrome or SIRS) caused by severe infection. This diagnosis is due to an infection known as 'Streptococcus agalactiae' and more colloquially as Strep B and group B Strep, can cause serious illness and sometimes death, especially in newborn infants, the elderly, and patients with compromised immune systems."
460427059,Brucella sepsis without mention of septic shock,No definition available
425650575,Sepsis due to Listeria infection without mention of septic shock,"A condition caused by an infection with the gram-positive bacteria Listeria, leading to a severe systemic inflammatory response. This condition commonly presents with fever, tachycardia, and hypotension. Transmission is commonly by ingestion of contaminated food. Confirmation is by identification of Listeria in blood samples."
155503296,Sepsis due to Anthrax without mention of septic shock,"This is an acute disease caused by the bacterium Bacillus anthracis, causing a potentially deadly medical condition characterised by a whole-body inflammatory state (called a systemic inflammatory response syndrome or SIRS) caused by severe infection."
1763180570,Sepsis due to Actinomycosis without mention of septic shock,This is a potentially deadly medical condition characterised by a whole-body inflammatory state (called a systemic inflammatory response syndrome or SIRS) caused by an infectious bacterial disease caused by Actinomyces species such as Actinomyces israelii or A. gerencseriae.
1827251426,Sepsis due to Candida without mention of septic shock,"A disease caused by an infection with the fungi Candida, leading to a severe systemic inflammatory response. This disease may present with fever, shock, or multiple organ failure. Transmission is by opportunistic transmission. Confirmation is by identification of Candida in the infected individual."
32268481,Sepsis due to streptococcus without mention of septic shock,No definition available
1931783118,Sepsis due to Streptococcus pneumoniae infection without mention of septic shock,"This is a potentially deadly medical condition characterised by a whole-body inflammatory state (called a systemic inflammatory response syndrome or SIRS) caused by severe infection. This diagnosis is due to a Gram-positive, alpha-haemolytic, aerotolerant anaerobic member of the genus Streptococcus."
